timestamp,CPU,MEM
2024-09-02 13:55:00,32.78333333320915,65.12838680167535
2024-09-02 14:00:00,31.183333333659302,65.80995743858192
2024-09-02 14:05:00,31.125000000465665,65.69431115974133
2024-09-02 14:10:00,32.76666666691502,65.88026200533936
2024-09-02 14:15:00,31.466666666480403,65.3314279849047
2024-09-02 14:20:00,26.608333333473034,65.89017739072897
2024-09-02 14:25:00,30.791666666821893,65.1326718425975
2024-09-02 14:30:00,29.69166666618548,65.24811881720912
2024-09-02 14:35:00,30.458333333566156,66.59132966812857
2024-09-02 14:40:00,30.64999999982926,65.8913732161026
2024-09-02 14:45:00,29.883333333224684,67.2310464169584
2024-09-02 14:50:00,30.083333333410945,67.58934559452949
2024-09-02 14:55:00,30.9250000002794,66.98321160827551
2024-09-02 15:00:00,30.358333333084975,68.10758641582237
2024-09-02 15:05:00,31.291666666511443,70.3217069211383
2024-09-02 15:10:00,30.775000000139695,63.436343724059306
2024-09-02 15:15:00,30.733333333240196,62.630506900410666
2024-09-02 15:20:00,28.850000000093125,63.37271584897124
2024-09-02 15:25:00,29.941666666806366,63.21780663703013
2024-09-02 15:30:00,31.10833333339542,63.63430264945077
2024-09-02 15:35:00,30.45833333317811,63.930269429421884
2024-09-02 15:40:00,26.0999999998603,64.64552248101876
2024-09-02 15:45:00,30.441666666495927,66.7592434810078
2024-09-02 15:50:00,31.158333333053932,66.96078988252012
2024-09-02 15:55:00,29.883333333224684,68.14126883051269
2024-09-02 16:00:00,32.02499999975165,67.0078256805492
2024-09-02 16:05:00,32.94999999964298,67.61694923023724
2024-09-02 16:10:00,30.549999999736134,67.44275733414649
2024-09-02 16:15:00,30.275000000062093,66.58764253989324
2024-09-02 16:20:00,30.191666667039197,66.83084352525334
2024-09-02 16:25:00,30.63333333314707,68.23304842793807
2024-09-02 16:30:00,30.000000000000004,67.22123068368326
2024-09-02 16:35:00,30.72500000009313,67.35660808118857
2024-09-02 16:40:00,31.391666666992624,68.49573140167675
2024-09-02 16:45:00,27.258333333302286,69.48208803068488
2024-09-02 16:50:00,32.77500000006208,68.62323628213906
2024-09-02 16:55:00,32.716666666868456,68.6440137480057
2024-09-02 17:00:00,32.97500000024836,70.36998837059825
2024-09-02 17:05:00,32.6083333332402,69.92469289709624
2024-09-02 17:10:00,32.15833333320916,63.93066803787977
2024-09-02 17:15:00,31.983333333240193,65.74478495571958
2024-09-02 17:20:00,30.35833333347303,65.01254121860585
2024-09-02 17:25:00,31.366666666775323,64.55772896817211
2024-09-02 17:30:00,28.724999999782685,65.86561314451251
2024-09-02 17:35:00,30.53333333344199,65.32524955380765
2024-09-02 17:40:00,30.82499999979822,66.50692432717385
2024-09-02 17:45:00,32.25833333330229,64.99983557401112
2024-09-02 17:50:00,26.00000000015522,66.39187596102008
2024-09-02 17:55:00,32.29166666666667,66.64698537405916
2024-09-02 18:00:00,32.30833333334886,65.70696697827883
2024-09-02 18:05:00,31.724999999860305,65.89785060354303
2024-09-02 18:10:00,29.624999999844782,65.17073895032442
2024-09-02 18:15:00,30.67500000004657,64.87407460555201
2024-09-02 18:20:00,30.383333333302286,66.39974847806307
2024-09-02 18:25:00,30.69999999987583,65.38783108169382
2024-09-02 18:30:00,30.275000000062093,65.45629208433358
2024-09-02 18:35:00,30.641666666682198,66.899703136351
2024-09-02 18:40:00,31.43333333311602,67.0081246368926
2024-09-02 18:45:00,31.125000000077605,67.2212805097405
2024-09-02 18:50:00,30.1500000001397,67.08311285303009
2024-09-02 18:55:00,26.26666666668218,67.96000163429467
2024-09-02 19:00:00,29.974999999782682,67.65666059785289
2024-09-02 19:05:00,31.208333333488557,68.69942032365014
2024-09-02 19:10:00,31.183333333271246,65.30487069639888
2024-09-02 19:15:00,30.50833333322468,63.95388698055089
2024-09-02 19:20:00,29.850000000248357,63.532508014521305
2024-09-02 19:25:00,30.241666666697707,65.19629971768556
2024-09-02 19:30:00,30.349999999937904,64.31706911173094
2024-09-02 19:35:00,32.550000000046566,65.14527783507774
2024-09-02 19:40:00,31.033333333519597,65.747425736753
2024-09-02 19:45:00,31.874999999999996,65.72340957716611
2024-09-02 19:50:00,32.74166666669771,66.1249577724165
2024-09-02 19:55:00,31.166666666589048,66.21215337257634
2024-09-02 20:00:00,31.695446363510005,67.84505292025538
2024-09-02 20:05:00,32.31666666610787,65.83492029325623
2024-09-02 20:10:00,31.416666666433834,64.79171213294389
2024-09-02 20:15:00,29.825000000031043,66.69481838900398
2024-09-02 20:20:00,31.408333333286762,65.47492702973918
2024-09-02 20:25:00,31.483333333162587,65.52898830183828
