"Time","{host_name=""docker-Tiramisu"", http_scheme=""http"", icos_agent_id=""staging-nuvla-1"", icos_controller_id=""staging-a"", icos_host_id=""43bd25d2affb4e56a460fb2436683de6"", icos_host_name=""43bd25d2:docker-Tiramisu"", instance=""172.17.0.1:29100"", job=""docker"", net_host_name=""172.17.0.1"", net_host_port=""29100"", receive=""true"", service_instance_id=""172.17.0.1:29100"", service_name=""docker"", tenant_id=""default-tenant""}","{host_name=""nuvlaedge-docker-01"", http_scheme=""http"", icos_agent_id=""nuvla-agent-staging"", icos_controller_id=""staging-a"", icos_host_id=""258974c6ac9c4b1a8dcbfbbe33af1e4e"", icos_host_name=""258974c6:nuvlaedge-docker-01"", instance=""172.17.0.1:29100"", job=""docker"", net_host_name=""172.17.0.1"", net_host_port=""29100"", receive=""true"", service_instance_id=""172.17.0.1:29100"", service_name=""docker"", tenant_id=""default-tenant""}","{http_scheme=""http"", icos_agent_id=""ic_002"", icos_controller_id=""staging-a"", icos_host_id=""757213681b524a7d843998f2ccde9c3d"", icos_host_name=""550b0907:nuvla-edge-icos-1"", instance=""10.160.3.152:9100"", job=""icos-annotated-services"", k8s_cluster_uid=""550b0907-8f7a-4811-9ba2-f7ded0cf7b21"", k8s_container_name=""node-exporter"", k8s_daemonset_name=""telagent-prometheus-node-exporter"", k8s_namespace_name=""icos-system"", k8s_node_name=""nuvla-edge-icos-1"", k8s_pod_name=""telagent-prometheus-node-exporter-xg5jh"", k8s_pod_uid=""b5229b6e-a9f9-4b47-b8fb-2b2774e7781b"", net_host_name=""10.160.3.152"", net_host_port=""9100"", receive=""true"", service_instance_id=""10.160.3.152:9100"", service_name=""icos-annotated-services"", tenant_id=""default-tenant""}","{http_scheme=""http"", icos_agent_id=""nuvla-agent-staging"", icos_controller_id=""staging-a"", icos_host_id=""9fe7ffa655a340b4be55f1febbd42c69"", icos_host_name=""474413ee:john-rasbpi-5-1"", instance=""192.168.40.43:9100"", job=""icos-annotated-services"", k8s_cluster_uid=""474413ee-33f8-45e2-aa90-299d4a69a132"", k8s_container_name=""node-exporter"", k8s_daemonset_name=""telemetry-agent-prometheus-node-exporter"", k8s_namespace_name=""icos-system"", k8s_node_name=""john-rasbpi-5-1"", k8s_pod_name=""telemetry-agent-prometheus-node-exporter-5nxzp"", k8s_pod_uid=""fe64d5a1-e38a-400b-9272-e24911b1f65c"", net_host_name=""192.168.40.43"", net_host_port=""9100"", receive=""true"", service_instance_id=""192.168.40.43:9100"", service_name=""icos-annotated-services"", tenant_id=""default-tenant""}","{http_scheme=""http"", icos_agent_id=""ocm-staging-2"", icos_controller_id=""staging-a"", icos_host_id=""44f0d6de3e82478cae6674a2b9e70c6e"", icos_host_name=""6195914e:node1"", instance=""10.160.3.24:9100"", job=""icos-annotated-services"", k8s_cluster_uid=""6195914e-7834-47ac-94f7-5a730d0db714"", k8s_container_name=""node-exporter"", k8s_daemonset_name=""tlum-leaf-prometheus-node-exporter"", k8s_namespace_name=""icos-system"", k8s_node_name=""node1"", k8s_pod_name=""tlum-leaf-prometheus-node-exporter-dslb5"", k8s_pod_uid=""85ba111f-050d-4e16-ae38-b1ffe3c2d8d6"", net_host_name=""10.160.3.24"", net_host_port=""9100"", receive=""true"", service_instance_id=""10.160.3.24:9100"", service_name=""icos-annotated-services"", tenant_id=""default-tenant""}","{http_scheme=""http"", icos_agent_id=""staging-nuvla-1"", icos_controller_id=""staging-a"", icos_host_id=""1b48ae5baed44bc995232b48c8f5e77f"", icos_host_name=""e061c07a:ubuntu"", instance=""10.150.0.103:9100"", job=""icos-annotated-services"", k8s_cluster_uid=""e061c07a-6291-4b15-8a2f-7eea754948f7"", k8s_container_name=""node-exporter"", k8s_daemonset_name=""tlum-leaf-prometheus-node-exporter"", k8s_namespace_name=""icos-system"", k8s_node_name=""ubuntu"", k8s_pod_name=""tlum-leaf-prometheus-node-exporter-std26"", k8s_pod_uid=""17ac704b-8519-4d9c-b0b7-2b49dd07943d"", net_host_name=""10.150.0.103"", net_host_port=""9100"", receive=""true"", service_instance_id=""10.150.0.103:9100"", service_name=""icos-annotated-services"", tenant_id=""default-tenant""}","{http_scheme=""http"", icos_agent_id=""staging-nuvla-1"", icos_controller_id=""staging-a"", icos_host_id=""a7aa70cd92014307a4cc8c311f751c4f"", icos_host_name=""359ef9bd:node1"", instance=""10.160.3.31:9100"", job=""icos-annotated-services"", k8s_cluster_uid=""359ef9bd-1d6e-49ca-b0a1-1c29a2522e4b"", k8s_container_name=""node-exporter"", k8s_daemonset_name=""tlum-leaf-prometheus-node-exporter"", k8s_namespace_name=""icos-system"", k8s_node_name=""node1"", k8s_pod_name=""tlum-leaf-prometheus-node-exporter-2gq8b"", k8s_pod_uid=""da814d2a-db25-44bc-b968-4808ba874ed7"", net_host_name=""10.160.3.31"", net_host_port=""9100"", receive=""true"", service_instance_id=""10.160.3.31:9100"", service_name=""icos-annotated-services"", tenant_id=""default-tenant""}","{http_scheme=""http"", icos_agent_id=""staging-nuvla-1"", icos_controller_id=""staging-a"", icos_host_id=""c3ad58a889f849318db949f3ff9a341d"", icos_host_name=""359ef9bd:master"", instance=""10.160.3.30:9100"", job=""icos-annotated-services"", k8s_cluster_uid=""359ef9bd-1d6e-49ca-b0a1-1c29a2522e4b"", k8s_container_name=""node-exporter"", k8s_daemonset_name=""tlum-leaf-prometheus-node-exporter"", k8s_namespace_name=""icos-system"", k8s_node_name=""master"", k8s_pod_name=""tlum-leaf-prometheus-node-exporter-5jhkf"", k8s_pod_uid=""1c532526-e752-4856-898a-f428f5738512"", net_host_name=""10.160.3.30"", net_host_port=""9100"", receive=""true"", service_instance_id=""10.160.3.30:9100"", service_name=""icos-annotated-services"", tenant_id=""default-tenant""}","{http_scheme=""http"", icos_agent_id=""staging-ocm-1"", icos_controller_id=""staging-a"", icos_host_id=""1aa07dfc582d468bb68997e48bf47e6b"", icos_host_name=""2d5ed16e:k3s-stag-all-in-one"", instance=""10.160.3.166:9100"", job=""icos-annotated-services"", k8s_cluster_uid=""2d5ed16e-f2b5-4d4a-ad1d-a6813c61dc1f"", k8s_container_name=""node-exporter"", k8s_daemonset_name=""telagent-prometheus-node-exporter"", k8s_namespace_name=""icos-system"", k8s_node_name=""k3s-stag-all-in-one"", k8s_pod_name=""telagent-prometheus-node-exporter-nzmsv"", k8s_pod_uid=""9fa52a60-6a52-4a62-9cd7-f998484e4859"", net_host_name=""10.160.3.166"", net_host_port=""9100"", receive=""true"", service_instance_id=""10.160.3.166:9100"", service_name=""icos-annotated-services"", tenant_id=""default-tenant""}","{http_scheme=""http"", icos_agent_id=""staging-ocm-1"", icos_controller_id=""staging-a"", icos_host_id=""57e17cac94714bf6976f1e071d64d586"", icos_host_name=""93111014:icosedge"", instance=""10.150.0.144:9100"", job=""icos-annotated-services"", k8s_cluster_uid=""93111014-6276-4c1f-83eb-a5f7aa8386c9"", k8s_container_name=""node-exporter"", k8s_daemonset_name=""tlum-leaf-prometheus-node-exporter"", k8s_namespace_name=""icos-system"", k8s_node_name=""icosedge"", k8s_pod_name=""tlum-leaf-prometheus-node-exporter-z7rhm"", k8s_pod_uid=""55c9ef91-d7f0-46f2-b156-e25364f0ea63"", net_host_name=""10.150.0.144"", net_host_port=""9100"", receive=""true"", service_instance_id=""10.150.0.144:9100"", service_name=""icos-annotated-services"", tenant_id=""default-tenant""}","{http_scheme=""http"", icos_agent_id=""staging-ocm-1"", icos_controller_id=""staging-a"", icos_host_id=""a04a67ba78534559840cfc8b9101f218"", icos_host_name=""08c66cd5:master"", instance=""10.160.3.187:9100"", job=""icos-annotated-services"", k8s_cluster_uid=""08c66cd5-ae67-4336-99c8-9016cb2b5546"", k8s_container_name=""node-exporter"", k8s_daemonset_name=""tlum-leaf-prometheus-node-exporter"", k8s_namespace_name=""icos-system"", k8s_node_name=""master"", k8s_pod_name=""tlum-leaf-prometheus-node-exporter-pjdh4"", k8s_pod_uid=""eeea02d3-1ccb-45cf-bc34-ebd3d0bbd3d2"", net_host_name=""10.160.3.187"", net_host_port=""9100"", receive=""true"", service_instance_id=""10.160.3.187:9100"", service_name=""icos-annotated-services"", tenant_id=""default-tenant""}","{http_scheme=""http"", icos_agent_id=""staging-ocm-1"", icos_controller_id=""staging-a"", icos_host_id=""a0efe60057aa4379ba741b5bfe244a7c"", icos_host_name=""d8b8c113:raspberrypik3s-133"", instance=""10.150.0.133:9100"", job=""icos-annotated-services"", k8s_cluster_uid=""d8b8c113-ec0d-473c-a322-8bb5df19a594"", k8s_container_name=""node-exporter"", k8s_daemonset_name=""tlum-leaf-prometheus-node-exporter"", k8s_namespace_name=""icos-system"", k8s_node_name=""raspberrypik3s-133"", k8s_pod_name=""tlum-leaf-prometheus-node-exporter-sx4kh"", k8s_pod_uid=""9c05b6ac-57b4-4546-915b-5525d9c72c28"", net_host_name=""10.150.0.133"", net_host_port=""9100"", receive=""true"", service_instance_id=""10.150.0.133:9100"", service_name=""icos-annotated-services"", tenant_id=""default-tenant""}","{http_scheme=""http"", icos_agent_id=""staging-ocm-1"", icos_controller_id=""staging-a"", icos_host_id=""d7b51655a3a748b180c145af90429e5a"", icos_host_name=""08c66cd5:node1"", instance=""10.160.3.188:9100"", job=""icos-annotated-services"", k8s_cluster_uid=""08c66cd5-ae67-4336-99c8-9016cb2b5546"", k8s_container_name=""node-exporter"", k8s_daemonset_name=""tlum-leaf-prometheus-node-exporter"", k8s_namespace_name=""icos-system"", k8s_node_name=""node1"", k8s_pod_name=""tlum-leaf-prometheus-node-exporter-8kfdl"", k8s_pod_uid=""762c4f13-70d5-410f-b477-c4bc8c0dc2df"", net_host_name=""10.160.3.188"", net_host_port=""9100"", receive=""true"", service_instance_id=""10.160.3.188:9100"", service_name=""icos-annotated-services"", tenant_id=""default-tenant""}","host_name","http_scheme","icos_agent_id","icos_controller_id","icos_host_id","icos_host_name","instance","job","net_host_name","net_host_port","receive","service_instance_id","service_name","tenant_id","k8s_cluster_uid","k8s_container_name","k8s_daemonset_name","k8s_namespace_name","k8s_node_name","k8s_pod_name","k8s_pod_uid","Value"
1724940180000,0.7916666668218886,20.308333333426464,39.39166666707023,11.379166666495921,43.94633780497337,9.179166666775318,2.7999999999883673,4.866666666675878,3.824999999875822,7.004166666495926,45.1500000001397,16.179166666697697,7.304166666969348,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1724940240000,0.8749999998447722,19.64999999928598,36.23333333292976,10.695833333302286,46.86276143672545,8.80000000004657,2.8500000000106773,4.774999999996599,4.070833333535129,7.233333333279002,43.46666666679084,18.612499999968957,7.033333333480796,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1724940300000,0.7833333332867731,20.500000000465658,40.749999999922395,11.837500000256107,46.62443740620332,9.11249999965852,2.7000000000043656,4.920833333332353,4.133333332914235,8.054166666697714,41.28333333336438,15.208333333527369,7.191666666573537,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1724940360000,0.8250000001862601,20.35833333308499,37.225000000325956,10.17083333320139,47.046961970430814,9.10000000032596,2.837499999999027,4.8416666666647235,4.129166666728756,7.200000000108653,42.9333333329608,16.079166666216526,7.3124999999223945,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1724940420000,0.8250000001862601,20.508333332836624,45.04166666651144,10.924999999891337,47.124118735157026,9.358333333317814,2.8041666666589027,4.658333333342557,3.925000000357004,6.9875000000077625,43.5333333335196,15.13333333345751,6.941666666534729,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1724940480000,0.891666666526969,20.366666667784262,44.14999999998448,22.708333333527364,46.36072785471621,8.929166666930543,2.787500000013099,4.858333333322662,4.141666666449362,7.924999999813731,42.616666666775316,15.941666666767562,7.195833333535118,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1724940540000,0.7833333328987169,20.424999999813732,43.17500000004657,26.662500000093136,44.25644701518523,9.6999999997206,2.804166666646779,4.804166666666177,4.041666666744281,7.329166666798603,40.166666666433834,16.96666666675204,6.933333333193636,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1724940600000,0.8333333337213755,20.766666666604582,44.083333333255716,8.899999999751651,47.20921317970272,8.787500000325965,2.8458333333522545,4.766666666667629,3.9666666664804007,7.641666666604574,44.53333333328676,16.191666666612335,7.870833333387662,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1724940660000,0.7999999999689589,20.658333332588274,43.14166666668219,10.733333333434224,45.975900401791904,8.341666666480407,2.8374999999869033,4.875000000004848,4.158333333519593,7.308333333348848,43.5333333335196,15.687499999961197,7.383333333418696,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1724940720000,0.8333333333333304,21.07500000003104,44.97866808896481,11.3583333332402,48.67414456900631,8.862499999813744,2.908333333337698,4.895833333345456,4.1041666665114445,7.220833333558407,44.866666666542486,14.845833333286762,6.89166666648815,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1724940780000,0.8250000001862601,21.116666667318597,47.02980198675255,12.249999999961192,47.668894704351125,8.895833333566161,2.8374999999869033,4.770833333326053,3.991666666697702,7.191666666379515,42.88333333330229,15.883333333573923,7.245833333581686,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1724940840000,0.8416666664804007,21.06666666688397,39.66666666674428,10.58750000006209,43.91394193928686,9.091666666402798,2.766666666684614,5.083333333326056,3.9583333333333304,7.054166666736517,41.45000000018626,16.14999999971285,6.837499999674024,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1724940900000,0.7833333332867731,16.574999999720607,39.449999999875814,42.77916666663562,46.594659465884504,9.008333332991846,2.808333333329449,4.9458333333435185,3.999999999844772,7.837500000023279,43.766666666682184,18.012499999992247,7.004166666689948,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1724940960000,0.8500000000155161,20.633333333923176,40.60197993417294,10.791666666821886,47.00441629856418,9.058333333814506,2.7208333333328505,4.829166666653084,4.26250000057432,7.220833333170351,43.88333333345751,14.987500000085374,7.212500000023281,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1724941020000,0.7833333332867731,20.78333333212261,42.06473549116752,11.770833333139297,46.095507959050906,8.63333333322468,2.8249999999995223,4.787500000008249,4.06249999922389,7.762500000147465,45.86666666630966,16.150000000100896,6.954166666837414,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1724941080000,0.8416666668684458,20.766666667380672,40.760307989469815,9.9791666669383,44.93050694923523,9.758333333302293,2.854166666669089,4.920833333332375,3.9375000004656546,7.212499999829259,43.51666666683741,16.179166666697707,7.32916666660457,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1724941140000,0.8083333335040743,20.625000000000004,41.29804326854356,10.849999999821492,46.577991132563,8.712500000062096,2.7791666666598713,4.887500000004364,4.020833333488549,7.508333333535111,45.03699753352881,15.345833333364379,7.116666666503679,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1724941200000,0.8333333329452852,19.77499999959642,40.91863604515472,37.11250000012417,46.5785614293467,9.320833332991851,2.7958333333299334,4.758333333338671,4.141666666449351,7.5625000001552145,44.06293752907548,15.41249999989911,7.612500000007771,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1724941260000,0.8083333335040743,20.791666666821882,40.74802493408686,11.174999999930147,46.40178660686476,9.116666666620098,2.870833333339151,4.833333333335754,4.233333333395417,7.33749999975164,42.533333333364375,15.404166666558016,7.17916666665891,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1724941320000,0.8583333331625864,20.85000000040358,43.12500000038805,9.854166666627862,46.102943627758194,8.825000000263872,2.8416666666695733,4.808333333324599,3.816666666728752,7.091666666674435,43.51666666683741,15.654166666790847,7.03750000005432,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1724941380000,0.7999999999689589,20.608333332929764,43.64999999951882,10.558333333465264,46.59166666659682,9.637499999953436,2.80000000000048,4.849999999993693,4.045833333317805,7.150000000062096,42.03333333328677,16.158333333441988,7.1583333334031884,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1724941440000,0.8083333335040743,20.616666666852936,41.12500000046566,11.054166666387266,43.74166666685293,8.97500000001552,2.8499999999985426,4.866666666675878,3.95416666637175,7.333333333372138,44.06666666657354,16.062499999922387,7.125000000038817,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1724941500000,0.7833333332867731,20.53333333305394,40.31666666657354,12.24583333358169,46.76666666656577,8.899999999751651,2.8416666666695845,4.879166666651136,4.02916666663563,7.720833333247967,42.56666666672876,18.94999999999224,6.841666666635615,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1724941560000,0.8416666664804007,20.641666666294135,42.16666666635622,7.674999999968957,46.729439213259205,9.67916666724098,2.770833333330902,4.833333333347889,4.1041666665114445,7.08333333333333,43.051898270181844,14.595833333247965,6.991666666775309,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
1724941620000,0.7750000001397028,20.616666666852936,46.1416666667598,18.604166666627854,46.278856571412,9.274999999518819,2.8166666666584184,4.987500000000489,4.083333333643768,7.912500000093137,43.91479715967249,15.31666666657353,7.0749999999922375,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
